miRNA,lncRNA
hsa-miR-20a-5p,HAGLR
hsa-miR-20b-5p,HAGLR
hsa-miR-301a-3p,HAGLR
hsa-miR-326,HAGLR
hsa-miR-330-5p,HAGLR
hsa-miR-421,HAGLR
hsa-miR-4295,HAGLR
hsa-miR-454-3p,HAGLR
hsa-miR-519d-3p,HAGLR
hsa-miR-93-5p,HAGLR
hsa-miR-139-5p,CHROMR
hsa-miR-143-3p,CHROMR
hsa-miR-144-3p,CHROMR
hsa-miR-421,CHROMR
hsa-miR-505-3p,CHROMR
hsa-miR-551a,CHROMR
hsa-miR-103a-3p,TTN-AS1
hsa-miR-107,TTN-AS1
hsa-miR-139-5p,TTN-AS1
hsa-miR-153-3p,TTN-AS1
hsa-miR-155-5p,TTN-AS1
hsa-miR-15a-5p,TTN-AS1
hsa-miR-15b-5p,TTN-AS1
hsa-miR-16-5p,TTN-AS1
hsa-miR-195-5p,TTN-AS1
hsa-miR-27a-3p,TTN-AS1
hsa-miR-27b-3p,TTN-AS1
hsa-miR-370-3p,TTN-AS1
hsa-miR-376a-3p,TTN-AS1
hsa-miR-376b-3p,TTN-AS1
hsa-miR-424-5p,TTN-AS1
hsa-miR-497-5p,TTN-AS1
hsa-miR-455-5p,KLF7-IT1
hsa-miR-130a-3p,KANSL1L-AS1
hsa-miR-130b-3p,KANSL1L-AS1
hsa-miR-19a-3p,KANSL1L-AS1
hsa-miR-19b-3p,KANSL1L-AS1
hsa-miR-301a-3p,KANSL1L-AS1
hsa-miR-382-5p,KANSL1L-AS1
hsa-miR-4295,KANSL1L-AS1
hsa-miR-454-3p,KANSL1L-AS1
hsa-miR-199a-5p,CATIP-AS1
hsa-miR-199b-5p,CATIP-AS1
hsa-miR-490-3p,CATIP-AS1
hsa-miR-491-5p,CATIP-AS1
hsa-miR-142-3p,MFF-DT
hsa-miR-204-5p,CAPN10-DT
hsa-miR-211-5p,CAPN10-DT
hsa-miR-328-3p,LINC01238
hsa-miR-9-5p,LINC01238
hsa-miR-138-5p,ZNF337-AS1
hsa-miR-185-5p,ZNF337-AS1
hsa-miR-22-3p,ZNF337-AS1
hsa-miR-299-3p,ZNF337-AS1
hsa-miR-4306,ZNF337-AS1
hsa-miR-10a-5p,MIR663AHG
hsa-miR-10b-5p,MIR663AHG
hsa-miR-339-5p,MIR663AHG
hsa-miR-136-5p,SNHG17
hsa-miR-214-3p,SNHG17
hsa-miR-3619-5p,SNHG17
hsa-miR-370-3p,SNHG17
hsa-miR-539-5p,SNHG17
hsa-miR-761,SNHG17
hsa-miR-154-5p,SNHG11
hsa-miR-150-5p,ZFAS1
hsa-miR-590-3p,ZFAS1
hsa-miR-134-5p,PELATON
hsa-miR-182-5p,PELATON
hsa-miR-135a-5p,APCDD1L-DT
hsa-miR-135b-5p,APCDD1L-DT
hsa-miR-24-3p,GNAS-AS1
hsa-miR-34a-5p,GNAS-AS1
hsa-miR-34c-5p,GNAS-AS1
hsa-miR-362-3p,GNAS-AS1
hsa-miR-449a,GNAS-AS1
hsa-miR-615-3p,GNAS-AS1
hsa-miR-128-3p,MIR646HG
hsa-miR-28-5p,MIR646HG
hsa-miR-708-5p,MIR646HG
hsa-miR-154-5p,LINC02246
hsa-miR-374a-5p,LINC01689
hsa-miR-374b-5p,LINC01689
hsa-miR-15a-5p,LINC00649
hsa-miR-15b-5p,LINC00649
hsa-miR-16-5p,LINC00649
hsa-miR-195-5p,LINC00649
hsa-miR-424-5p,LINC00649
hsa-miR-497-5p,LINC00649
hsa-miR-143-3p,CBR3-AS1
hsa-miR-320b,CBR3-AS1
hsa-miR-320c,CBR3-AS1
hsa-miR-320d,CBR3-AS1
hsa-miR-4429,CBR3-AS1
hsa-miR-185-5p,LINC01679
hsa-miR-4306,LINC01679
hsa-miR-141-3p,LINC00319
hsa-miR-200a-3p,LINC00319
hsa-miR-199a-5p,LINC00313
hsa-miR-199b-5p,LINC00313
hsa-miR-19a-3p,LINC00313
hsa-miR-19b-3p,LINC00313
hsa-miR-218-5p,LINC00313
hsa-miR-24-3p,LINC00313
hsa-miR-320b,LINC00313
hsa-miR-320c,LINC00313
hsa-miR-320d,LINC00313
hsa-miR-342-3p,LINC00313
hsa-miR-4429,LINC00313
hsa-miR-485-5p,LINC00313
hsa-miR-103a-3p,TRPM2-AS
hsa-miR-107,TRPM2-AS
hsa-miR-138-5p,TRPM2-AS
hsa-miR-15a-5p,TRPM2-AS
hsa-miR-15b-5p,TRPM2-AS
hsa-miR-16-5p,TRPM2-AS
hsa-miR-195-5p,TRPM2-AS
hsa-miR-424-5p,TRPM2-AS
hsa-miR-497-5p,TRPM2-AS
hsa-miR-125a-3p,LINC00163
hsa-miR-362-3p,LINC00163
hsa-miR-138-5p,MCM3AP-AS1
hsa-miR-143-3p,MCM3AP-AS1
hsa-miR-149-5p,MCM3AP-AS1
hsa-miR-15a-5p,MCM3AP-AS1
hsa-miR-15b-5p,MCM3AP-AS1
hsa-miR-16-5p,MCM3AP-AS1
hsa-miR-194-5p,MCM3AP-AS1
hsa-miR-195-5p,MCM3AP-AS1
hsa-miR-19a-3p,MCM3AP-AS1
hsa-miR-19b-3p,MCM3AP-AS1
hsa-miR-204-5p,MCM3AP-AS1
hsa-miR-205-5p,MCM3AP-AS1
hsa-miR-211-5p,MCM3AP-AS1
hsa-miR-224-5p,MCM3AP-AS1
hsa-miR-23a-3p,MCM3AP-AS1
hsa-miR-23b-3p,MCM3AP-AS1
hsa-miR-24-3p,MCM3AP-AS1
hsa-miR-28-5p,MCM3AP-AS1
hsa-miR-340-5p,MCM3AP-AS1
hsa-miR-383-5p,MCM3AP-AS1
hsa-miR-424-5p,MCM3AP-AS1
hsa-miR-425-5p,MCM3AP-AS1
hsa-miR-455-5p,MCM3AP-AS1
hsa-miR-497-5p,MCM3AP-AS1
hsa-miR-708-5p,MCM3AP-AS1
hsa-miR-876-5p,MCM3AP-AS1
hsa-miR-1297,DUXAP8
hsa-miR-26a-5p,DUXAP8
hsa-miR-26b-5p,DUXAP8
hsa-miR-384,DUXAP8
hsa-miR-155-5p,LINC02891
hsa-miR-431-5p,LINC02891
hsa-miR-22-3p,THAP7-AS1
hsa-miR-150-5p,MIAT
hsa-miR-29a-3p,MIAT
hsa-miR-29b-3p,MIAT
hsa-miR-29c-3p,MIAT
hsa-miR-421,MIATNB
hsa-miR-103a-3p,TTC28-AS1
hsa-miR-107,TTC28-AS1
hsa-miR-22-3p,TTC28-AS1
hsa-miR-320b,TTC28-AS1
hsa-miR-425-5p,TTC28-AS1
hsa-miR-874-3p,TTC28-AS1
hsa-miR-299-3p,OGFRP1
hsa-miR-155-5p,NUP50-DT
hsa-miR-33a-5p,NUP50-DT
hsa-miR-33b-5p,NUP50-DT
hsa-miR-365a-3p,NUP50-DT
hsa-miR-410-3p,NUP50-DT
hsa-miR-202-3p,LINC00899
hsa-miR-210-3p,LINC00899
hsa-miR-374a-5p,LINC00899
hsa-miR-374b-5p,LINC00899
hsa-miR-410-3p,LINC00899
hsa-miR-539-5p,SRGAP3-AS2
hsa-miR-1297,THUMPD3-AS1
hsa-miR-181a-5p,THUMPD3-AS1
hsa-miR-181b-5p,THUMPD3-AS1
hsa-miR-181c-5p,THUMPD3-AS1
hsa-miR-181d-5p,THUMPD3-AS1
hsa-miR-185-5p,THUMPD3-AS1
hsa-miR-186-5p,THUMPD3-AS1
hsa-miR-218-5p,THUMPD3-AS1
hsa-miR-23a-3p,THUMPD3-AS1
hsa-miR-23b-3p,THUMPD3-AS1
hsa-miR-26a-5p,THUMPD3-AS1
hsa-miR-26b-5p,THUMPD3-AS1
hsa-miR-29a-3p,THUMPD3-AS1
hsa-miR-29b-3p,THUMPD3-AS1
hsa-miR-29c-3p,THUMPD3-AS1
hsa-miR-425-5p,THUMPD3-AS1
hsa-miR-4262,THUMPD3-AS1
hsa-miR-4306,THUMPD3-AS1
hsa-miR-543,THUMPD3-AS1
hsa-miR-145-5p,LINC00852
hsa-miR-365a-3p,LINC00852
hsa-miR-543,LINC00852
hsa-miR-7-5p,LINC00852
hsa-miR-103a-3p,FGD5-AS1
hsa-miR-106a-5p,FGD5-AS1
hsa-miR-106b-5p,FGD5-AS1
hsa-miR-107,FGD5-AS1
hsa-miR-124-3p,FGD5-AS1
hsa-miR-125a-3p,FGD5-AS1
hsa-miR-129-5p,FGD5-AS1
hsa-miR-130a-3p,FGD5-AS1
hsa-miR-130b-3p,FGD5-AS1
hsa-miR-133a-3p,FGD5-AS1
hsa-miR-133b,FGD5-AS1
hsa-miR-142-3p,FGD5-AS1
hsa-miR-153-3p,FGD5-AS1
hsa-miR-154-5p,FGD5-AS1
hsa-miR-15a-5p,FGD5-AS1
hsa-miR-15b-5p,FGD5-AS1
hsa-miR-16-5p,FGD5-AS1
hsa-miR-17-5p,FGD5-AS1
hsa-miR-195-5p,FGD5-AS1
hsa-miR-196a-5p,FGD5-AS1
hsa-miR-196b-5p,FGD5-AS1
hsa-miR-19a-3p,FGD5-AS1
hsa-miR-19b-3p,FGD5-AS1
hsa-miR-202-3p,FGD5-AS1
hsa-miR-20a-5p,FGD5-AS1
hsa-miR-20b-5p,FGD5-AS1
hsa-miR-214-3p,FGD5-AS1
hsa-miR-223-3p,FGD5-AS1
hsa-miR-22-3p,FGD5-AS1
hsa-miR-301a-3p,FGD5-AS1
hsa-miR-302a-3p,FGD5-AS1
hsa-miR-302b-3p,FGD5-AS1
hsa-miR-302c-3p,FGD5-AS1
hsa-miR-302d-3p,FGD5-AS1
hsa-miR-302e,FGD5-AS1
hsa-miR-320b,FGD5-AS1
hsa-miR-320c,FGD5-AS1
hsa-miR-320d,FGD5-AS1
hsa-miR-33a-5p,FGD5-AS1
hsa-miR-33b-5p,FGD5-AS1
hsa-miR-3619-5p,FGD5-AS1
hsa-miR-372-3p,FGD5-AS1
hsa-miR-373-3p,FGD5-AS1
hsa-miR-382-5p,FGD5-AS1
hsa-miR-383-5p,FGD5-AS1
hsa-miR-424-5p,FGD5-AS1
hsa-miR-4295,FGD5-AS1
hsa-miR-4429,FGD5-AS1
hsa-miR-454-3p,FGD5-AS1
hsa-miR-497-5p,FGD5-AS1
hsa-miR-499a-5p,FGD5-AS1
hsa-miR-505-3p,FGD5-AS1
hsa-miR-519d-3p,FGD5-AS1
hsa-miR-520a-3p,FGD5-AS1
hsa-miR-520c-3p,FGD5-AS1
hsa-miR-520d-3p,FGD5-AS1
hsa-miR-539-5p,FGD5-AS1
hsa-miR-544a,FGD5-AS1
hsa-miR-761,FGD5-AS1
hsa-miR-93-5p,FGD5-AS1
hsa-miR-193a-3p,LIMD1-AS1
hsa-miR-193b-3p,LIMD1-AS1
hsa-miR-421,PTPRG-AS1
hsa-miR-181a-5p,PSMD6-AS1
hsa-miR-181b-5p,PSMD6-AS1
hsa-miR-181c-5p,PSMD6-AS1
hsa-miR-181d-5p,PSMD6-AS1
hsa-miR-346,PSMD6-AS1
hsa-miR-4262,PSMD6-AS1
hsa-miR-106a-5p,MAGI1-IT1
hsa-miR-106b-5p,MAGI1-IT1
hsa-miR-17-5p,MAGI1-IT1
hsa-miR-20a-5p,MAGI1-IT1
hsa-miR-20b-5p,MAGI1-IT1
hsa-miR-302a-3p,MAGI1-IT1
hsa-miR-302b-3p,MAGI1-IT1
hsa-miR-302c-3p,MAGI1-IT1
hsa-miR-302d-3p,MAGI1-IT1
hsa-miR-302e,MAGI1-IT1
hsa-miR-372-3p,MAGI1-IT1
hsa-miR-373-3p,MAGI1-IT1
hsa-miR-519d-3p,MAGI1-IT1
hsa-miR-520a-3p,MAGI1-IT1
hsa-miR-520c-3p,MAGI1-IT1
hsa-miR-520d-3p,MAGI1-IT1
hsa-miR-93-5p,MAGI1-IT1
hsa-miR-9-5p,MAGI1-IT1
hsa-miR-103a-3p,LINC00960
hsa-miR-107,LINC00960
hsa-miR-183-5p,LINC00960
hsa-miR-365a-3p,LINC00960
hsa-miR-378c,LINC00879
hsa-miR-155-5p,LINC02085
hsa-miR-214-3p,LINC00882
hsa-miR-29a-3p,LINC00882
hsa-miR-29c-3p,LINC00882
hsa-miR-3619-5p,LINC00882
hsa-miR-761,LINC00882
hsa-miR-103a-3p,DUBR
hsa-miR-107,DUBR
hsa-miR-142-3p,DUBR
hsa-miR-876-5p,DUBR
hsa-miR-485-5p,H1-10-AS1
hsa-miR-145-5p,MUC20-OT1
hsa-miR-153-3p,TM4SF19-AS1
hsa-miR-19a-3p,TM4SF19-AS1
hsa-miR-19b-3p,TM4SF19-AS1
hsa-miR-485-5p,TM4SF19-AS1
hsa-miR-485-5p,MELTF-AS1
hsa-miR-491-5p,MELTF-AS1
hsa-miR-103a-3p,DLG1-AS1
hsa-miR-107,DLG1-AS1
hsa-miR-15a-5p,DLG1-AS1
hsa-miR-15b-5p,DLG1-AS1
hsa-miR-16-5p,DLG1-AS1
hsa-miR-195-5p,DLG1-AS1
hsa-miR-424-5p,DLG1-AS1
hsa-miR-497-5p,DLG1-AS1
hsa-miR-103a-3p,CTBP1-DT
hsa-miR-107,CTBP1-DT
hsa-miR-141-3p,CTBP1-DT
hsa-miR-155-5p,CTBP1-DT
hsa-miR-15a-5p,CTBP1-DT
hsa-miR-15b-5p,CTBP1-DT
hsa-miR-16-5p,CTBP1-DT
hsa-miR-195-5p,CTBP1-DT
hsa-miR-197-3p,CTBP1-DT
hsa-miR-200a-3p,CTBP1-DT
hsa-miR-24-3p,CTBP1-DT
hsa-miR-300,CTBP1-DT
hsa-miR-30a-5p,CTBP1-DT
hsa-miR-30b-5p,CTBP1-DT
hsa-miR-30c-5p,CTBP1-DT
hsa-miR-30d-5p,CTBP1-DT
hsa-miR-30e-5p,CTBP1-DT
hsa-miR-381-3p,CTBP1-DT
hsa-miR-424-5p,CTBP1-DT
hsa-miR-433-3p,CTBP1-DT
hsa-miR-455-5p,CTBP1-DT
hsa-miR-497-5p,CTBP1-DT
hsa-miR-125a-5p,NOP14-AS1
hsa-miR-125b-5p,NOP14-AS1
hsa-miR-19a-3p,LINC01096
hsa-miR-19b-3p,LINC01096
hsa-miR-24-3p,TAPT1-AS1
hsa-miR-138-5p,LINC02616
hsa-miR-23a-3p,LINC02616
hsa-miR-23b-3p,LINC02616
hsa-miR-539-5p,LINC02616
hsa-miR-138-5p,KLF3-AS1
hsa-miR-148a-3p,UBA6-DT
hsa-miR-148b-3p,UBA6-DT
hsa-miR-149-5p,UBA6-DT
hsa-miR-152-3p,UBA6-DT
hsa-miR-15a-5p,UBA6-DT
hsa-miR-15b-5p,UBA6-DT
hsa-miR-16-5p,UBA6-DT
hsa-miR-195-5p,UBA6-DT
hsa-miR-346,UBA6-DT
hsa-miR-424-5p,UBA6-DT
hsa-miR-497-5p,UBA6-DT
hsa-miR-205-5p,THAP9-AS1
hsa-miR-505-3p,THAP9-AS1
hsa-miR-874-3p,THAP9-AS1
hsa-miR-544a,LEF1-AS1
hsa-miR-30a-5p,AP1AR-DT
hsa-miR-30b-5p,AP1AR-DT
hsa-miR-30c-5p,AP1AR-DT
hsa-miR-30d-5p,AP1AR-DT
hsa-miR-30e-5p,AP1AR-DT
hsa-miR-590-3p,AP1AR-DT
hsa-miR-224-5p,MIR302CHG
hsa-miR-374a-5p,MIR302CHG
hsa-miR-374b-5p,MIR302CHG
hsa-miR-496,MIR302CHG
hsa-miR-365a-3p,LINC02466
hsa-miR-378a-3p,LINC02466
hsa-miR-378b,LINC02466
hsa-miR-378c,LINC02466
hsa-miR-378e,LINC02466
hsa-miR-378h,LINC02466
hsa-miR-378i,LINC02466
hsa-miR-422a,LINC02466
hsa-miR-455-5p,LINC02466
hsa-miR-9-5p,LINC02466
hsa-miR-590-3p,PCDH10-DT
hsa-miR-599,LINC02432
hsa-miR-139-5p,USP38-DT
hsa-miR-31-5p,USP38-DT
hsa-miR-106a-5p,TENM3-AS1
hsa-miR-106b-5p,TENM3-AS1
hsa-miR-15a-5p,TENM3-AS1
hsa-miR-15b-5p,TENM3-AS1
hsa-miR-16-5p,TENM3-AS1
hsa-miR-17-5p,TENM3-AS1
hsa-miR-185-5p,TENM3-AS1
hsa-miR-195-5p,TENM3-AS1
hsa-miR-199a-5p,TENM3-AS1
hsa-miR-199b-5p,TENM3-AS1
hsa-miR-205-5p,TENM3-AS1
hsa-miR-20a-5p,TENM3-AS1
hsa-miR-20b-5p,TENM3-AS1
hsa-miR-302a-3p,TENM3-AS1
hsa-miR-302b-3p,TENM3-AS1
hsa-miR-302c-3p,TENM3-AS1
hsa-miR-302d-3p,TENM3-AS1
hsa-miR-302e,TENM3-AS1
hsa-miR-372-3p,TENM3-AS1
hsa-miR-373-3p,TENM3-AS1
hsa-miR-374a-5p,TENM3-AS1
hsa-miR-374b-5p,TENM3-AS1
hsa-miR-424-5p,TENM3-AS1
hsa-miR-4306,TENM3-AS1
hsa-miR-485-5p,TENM3-AS1
hsa-miR-497-5p,TENM3-AS1
hsa-miR-519d-3p,TENM3-AS1
hsa-miR-520a-3p,TENM3-AS1
hsa-miR-520c-3p,TENM3-AS1
hsa-miR-520d-3p,TENM3-AS1
hsa-miR-93-5p,TENM3-AS1
hsa-miR-455-5p,FRG1-DT
hsa-miR-106a-5p,LINC01194
hsa-miR-106b-5p,LINC01194
hsa-miR-17-5p,LINC01194
hsa-miR-20a-5p,LINC01194
hsa-miR-20b-5p,LINC01194
hsa-miR-302a-3p,LINC01194
hsa-miR-302b-3p,LINC01194
hsa-miR-302c-3p,LINC01194
hsa-miR-302d-3p,LINC01194
hsa-miR-302e,LINC01194
hsa-miR-372-3p,LINC01194
hsa-miR-373-3p,LINC01194
hsa-miR-519d-3p,LINC01194
hsa-miR-520a-3p,LINC01194
hsa-miR-520c-3p,LINC01194
hsa-miR-520d-3p,LINC01194
hsa-miR-93-5p,LINC01194
hsa-miR-135a-5p,PURPL
hsa-miR-135b-5p,PURPL
hsa-miR-19a-3p,PURPL
hsa-miR-19b-3p,PURPL
hsa-miR-25-3p,PURPL
hsa-miR-32-5p,PURPL
hsa-miR-338-3p,PURPL
hsa-miR-363-3p,PURPL
hsa-miR-367-3p,PURPL
hsa-miR-495-3p,PURPL
hsa-miR-92a-3p,PURPL
hsa-miR-92b-3p,PURPL
hsa-miR-197-3p,LIFR-AS1
hsa-miR-29a-3p,LIFR-AS1
hsa-miR-29b-3p,LIFR-AS1
hsa-miR-29c-3p,LIFR-AS1
hsa-miR-542-3p,LIFR-AS1
hsa-miR-485-5p,NNT-AS1
hsa-miR-202-3p,MRPS30-DT
hsa-miR-224-5p,LINC02198
hsa-miR-542-3p,LINC02198
hsa-miR-134-5p,ZBED3-AS1
hsa-miR-382-5p,ZBED3-AS1
hsa-miR-106a-5p,CKMT2-AS1
hsa-miR-106b-5p,CKMT2-AS1
hsa-miR-130a-3p,CKMT2-AS1
hsa-miR-130b-3p,CKMT2-AS1
hsa-miR-17-5p,CKMT2-AS1
hsa-miR-204-5p,CKMT2-AS1
hsa-miR-20a-5p,CKMT2-AS1
hsa-miR-20b-5p,CKMT2-AS1
hsa-miR-211-5p,CKMT2-AS1
hsa-miR-301a-3p,CKMT2-AS1
hsa-miR-338-3p,CKMT2-AS1
hsa-miR-342-3p,CKMT2-AS1
hsa-miR-34a-5p,CKMT2-AS1
hsa-miR-34c-5p,CKMT2-AS1
hsa-miR-371a-5p,CKMT2-AS1
hsa-miR-377-3p,CKMT2-AS1
hsa-miR-4295,CKMT2-AS1
hsa-miR-449a,CKMT2-AS1
hsa-miR-454-3p,CKMT2-AS1
hsa-miR-519d-3p,CKMT2-AS1
hsa-miR-542-3p,CKMT2-AS1
hsa-miR-93-5p,CKMT2-AS1
hsa-miR-130a-3p,TMEM161B-DT
hsa-miR-130b-3p,TMEM161B-DT
hsa-miR-135a-5p,TMEM161B-DT
hsa-miR-135b-5p,TMEM161B-DT
hsa-miR-141-3p,TMEM161B-DT
hsa-miR-200a-3p,TMEM161B-DT
hsa-miR-301a-3p,TMEM161B-DT
hsa-miR-335-5p,TMEM161B-DT
hsa-miR-4295,TMEM161B-DT
hsa-miR-454-3p,TMEM161B-DT
hsa-miR-411-5p,LINC00461
hsa-miR-136-5p,NR2F1-AS1
hsa-miR-190a-5p,NR2F1-AS1
hsa-miR-25-3p,NR2F1-AS1
hsa-miR-32-5p,NR2F1-AS1
hsa-miR-34a-5p,NR2F1-AS1
hsa-miR-363-3p,NR2F1-AS1
hsa-miR-367-3p,NR2F1-AS1
hsa-miR-449a,NR2F1-AS1
hsa-miR-92a-3p,NR2F1-AS1
hsa-miR-92b-3p,NR2F1-AS1
hsa-miR-146a-5p,TICAM2-AS1
hsa-miR-146b-5p,TICAM2-AS1
hsa-miR-15a-5p,LINC01184
hsa-miR-15b-5p,LINC01184
hsa-miR-16-5p,LINC01184
hsa-miR-193a-3p,LINC01184
hsa-miR-193b-3p,LINC01184
hsa-miR-195-5p,LINC01184
hsa-miR-202-3p,LINC01184
hsa-miR-21-5p,LINC01184
hsa-miR-216b-5p,LINC01184
hsa-miR-24-3p,LINC01184
hsa-miR-370-3p,LINC01184
hsa-miR-374a-5p,LINC01184
hsa-miR-374b-5p,LINC01184
hsa-miR-424-5p,LINC01184
hsa-miR-425-5p,LINC01184
hsa-miR-497-5p,LINC01184
hsa-miR-590-3p,LINC01184
hsa-miR-590-5p,LINC01184
hsa-miR-25-3p,MIR3936HG
hsa-miR-32-5p,MIR3936HG
hsa-miR-363-3p,MIR3936HG
hsa-miR-367-3p,MIR3936HG
hsa-miR-92a-3p,MIR3936HG
hsa-miR-92b-3p,MIR3936HG
hsa-miR-411-5p,MALINC1
hsa-miR-496,MALINC1
hsa-miR-106a-5p,LINC02202
hsa-miR-106b-5p,LINC02202
hsa-miR-17-5p,LINC02202
hsa-miR-20a-5p,LINC02202
hsa-miR-20b-5p,LINC02202
hsa-miR-519d-3p,LINC02202
hsa-miR-93-5p,LINC02202
hsa-miR-346,PRR7-AS1
hsa-miR-370-3p,PRR7-AS1
hsa-miR-371a-5p,PRR7-AS1
hsa-miR-873-5p,ZBED9-AS1
hsa-miR-3619-5p,HLA-F-AS1
hsa-miR-15a-5p,HCG17
hsa-miR-15b-5p,HCG17
hsa-miR-16-5p,HCG17
hsa-miR-195-5p,HCG17
hsa-miR-214-3p,HCG17
hsa-miR-3619-5p,HCG17
hsa-miR-424-5p,HCG17
hsa-miR-485-5p,HCG17
hsa-miR-497-5p,HCG17
hsa-miR-761,HCG17
hsa-miR-103a-3p,HCG18
hsa-miR-106a-5p,HCG18
hsa-miR-106b-5p,HCG18
hsa-miR-107,HCG18
hsa-miR-129-5p,HCG18
hsa-miR-133a-3p,HCG18
hsa-miR-133b,HCG18
hsa-miR-146a-5p,HCG18
hsa-miR-146b-5p,HCG18
hsa-miR-148a-3p,HCG18
hsa-miR-148b-3p,HCG18
hsa-miR-152-3p,HCG18
hsa-miR-155-5p,HCG18
hsa-miR-15a-5p,HCG18
hsa-miR-15b-5p,HCG18
hsa-miR-16-5p,HCG18
hsa-miR-17-5p,HCG18
hsa-miR-185-5p,HCG18
hsa-miR-193a-3p,HCG18
hsa-miR-193b-3p,HCG18
hsa-miR-195-5p,HCG18
hsa-miR-196a-5p,HCG18
hsa-miR-196b-5p,HCG18
hsa-miR-20a-5p,HCG18
hsa-miR-20b-5p,HCG18
hsa-miR-214-3p,HCG18
hsa-miR-302a-3p,HCG18
hsa-miR-302b-3p,HCG18
hsa-miR-302c-3p,HCG18
hsa-miR-302d-3p,HCG18
hsa-miR-302e,HCG18
hsa-miR-30a-5p,HCG18
hsa-miR-30b-5p,HCG18
hsa-miR-30c-5p,HCG18
hsa-miR-30d-5p,HCG18
hsa-miR-30e-5p,HCG18
hsa-miR-320b,HCG18
hsa-miR-320c,HCG18
hsa-miR-320d,HCG18
hsa-miR-34a-5p,HCG18
hsa-miR-34c-5p,HCG18
hsa-miR-361-5p,HCG18
hsa-miR-3619-5p,HCG18
hsa-miR-370-3p,HCG18
hsa-miR-372-3p,HCG18
hsa-miR-373-3p,HCG18
hsa-miR-378a-3p,HCG18
hsa-miR-378b,HCG18
hsa-miR-378c,HCG18
hsa-miR-378e,HCG18
hsa-miR-378h,HCG18
hsa-miR-378i,HCG18
hsa-miR-422a,HCG18
hsa-miR-424-5p,HCG18
hsa-miR-4306,HCG18
hsa-miR-4429,HCG18
hsa-miR-448,HCG18
hsa-miR-449a,HCG18
hsa-miR-485-5p,HCG18
hsa-miR-490-3p,HCG18
hsa-miR-495-3p,HCG18
hsa-miR-496,HCG18
hsa-miR-497-5p,HCG18
hsa-miR-499a-5p,HCG18
hsa-miR-519d-3p,HCG18
hsa-miR-520a-3p,HCG18
hsa-miR-520c-3p,HCG18
hsa-miR-520d-3p,HCG18
hsa-miR-761,HCG18
hsa-miR-93-5p,HCG18
hsa-miR-9-5p,HCG18
hsa-miR-106a-5p,HCP5
hsa-miR-106b-5p,HCP5
hsa-miR-128-3p,HCP5
hsa-miR-139-5p,HCP5
hsa-miR-140-5p,HCP5
hsa-miR-144-3p,HCP5
hsa-miR-17-5p,HCP5
hsa-miR-186-5p,HCP5
hsa-miR-20a-5p,HCP5
hsa-miR-20b-5p,HCP5
hsa-miR-214-3p,HCP5
hsa-miR-216a-5p,HCP5
hsa-miR-22-3p,HCP5
hsa-miR-27a-3p,HCP5
hsa-miR-27b-3p,HCP5
hsa-miR-299-3p,HCP5
hsa-miR-29a-3p,HCP5
hsa-miR-29b-3p,HCP5
hsa-miR-29c-3p,HCP5
hsa-miR-328-3p,HCP5
hsa-miR-3619-5p,HCP5
hsa-miR-519d-3p,HCP5
hsa-miR-761,HCP5
hsa-miR-93-5p,HCP5
hsa-miR-873-5p,TDRG1
hsa-miR-128-3p,SCIRT
hsa-miR-499a-5p,SCIRT
hsa-miR-299-3p,KHDC1-AS1
hsa-miR-1297,SNHG5
hsa-miR-132-3p,SNHG5
hsa-miR-154-5p,SNHG5
hsa-miR-205-5p,SNHG5
hsa-miR-212-3p,SNHG5
hsa-miR-216a-5p,SNHG5
hsa-miR-25-3p,SNHG5
hsa-miR-26a-5p,SNHG5
hsa-miR-26b-5p,SNHG5
hsa-miR-32-5p,SNHG5
hsa-miR-363-3p,SNHG5
hsa-miR-367-3p,SNHG5
hsa-miR-377-3p,SNHG5
hsa-miR-421,SNHG5
hsa-miR-92a-3p,SNHG5
hsa-miR-92b-3p,SNHG5
hsa-miR-141-3p,TRAF3IP2-AS1
hsa-miR-153-3p,TRAF3IP2-AS1
hsa-miR-15a-5p,TRAF3IP2-AS1
hsa-miR-15b-5p,TRAF3IP2-AS1
hsa-miR-16-5p,TRAF3IP2-AS1
hsa-miR-195-5p,TRAF3IP2-AS1
hsa-miR-200a-3p,TRAF3IP2-AS1
hsa-miR-320b,TRAF3IP2-AS1
hsa-miR-320c,TRAF3IP2-AS1
hsa-miR-320d,TRAF3IP2-AS1
hsa-miR-374a-5p,TRAF3IP2-AS1
hsa-miR-374b-5p,TRAF3IP2-AS1
hsa-miR-424-5p,TRAF3IP2-AS1
hsa-miR-425-5p,TRAF3IP2-AS1
hsa-miR-4429,TRAF3IP2-AS1
hsa-miR-497-5p,TRAF3IP2-AS1
hsa-miR-874-3p,TRAF3IP2-AS1
hsa-miR-206,LINC00242
hsa-miR-214-3p,LINC00242
hsa-miR-3619-5p,LINC00242
hsa-miR-613,LINC00242
hsa-miR-761,LINC00242
hsa-miR-197-3p,ZFAND2A-DT
hsa-miR-216b-5p,ZFAND2A-DT
hsa-miR-143-3p,PSMG3-AS1
hsa-miR-210-3p,PSMG3-AS1
hsa-miR-143-3p,LINC02587
hsa-miR-103a-3p,HOTAIRM1
hsa-miR-107,HOTAIRM1
hsa-miR-129-5p,HOTAIRM1
hsa-miR-148a-3p,HOTAIRM1
hsa-miR-148b-3p,HOTAIRM1
