lncRNA,miRNA
SNHG7,hsa-miR-181a-5p
SNHG7,hsa-miR-181b-5p
SNHG7,hsa-miR-181c-5p
SNHG7,hsa-miR-181d-5p
SNHG7,hsa-miR-186-5p
SNHG7,hsa-miR-193a-3p
SNHG7,hsa-miR-193b-3p
SNHG7,hsa-miR-216b-5p
SNHG7,hsa-miR-224-5p
SNHG7,hsa-miR-329-3p
SNHG7,hsa-miR-342-3p
SNHG7,hsa-miR-34a-5p
SNHG7,hsa-miR-34c-5p
SNHG7,hsa-miR-362-3p
SNHG7,hsa-miR-425-5p
SNHG7,hsa-miR-4262
SNHG7,hsa-miR-449a
SNHG7,hsa-miR-449b-5p
SNHG7,hsa-miR-485-5p
SNHG7,hsa-miR-543
SNHG7,hsa-miR-653-5p
SNHG7,hsa-miR-9-5p
lnc-PDK3-1,hsa-miR-103a-3p
lnc-PDK3-1,hsa-miR-106a-5p
lnc-PDK3-1,hsa-miR-106b-5p
lnc-PDK3-1,hsa-miR-107
lnc-PDK3-1,hsa-miR-144-3p
lnc-PDK3-1,hsa-miR-15a-5p
lnc-PDK3-1,hsa-miR-15b-5p
lnc-PDK3-1,hsa-miR-16-5p
lnc-PDK3-1,hsa-miR-17-5p
lnc-PDK3-1,hsa-miR-18a-5p
lnc-PDK3-1,hsa-miR-18b-5p
lnc-PDK3-1,hsa-miR-190a-5p
lnc-PDK3-1,hsa-miR-194-5p
lnc-PDK3-1,hsa-miR-195-5p
lnc-PDK3-1,hsa-miR-196a-5p
lnc-PDK3-1,hsa-miR-196b-5p
lnc-PDK3-1,hsa-miR-20a-5p
lnc-PDK3-1,hsa-miR-20b-5p
lnc-PDK3-1,hsa-miR-216a-5p
lnc-PDK3-1,hsa-miR-296-3p
lnc-PDK3-1,hsa-miR-302a-3p
lnc-PDK3-1,hsa-miR-302b-3p
lnc-PDK3-1,hsa-miR-302c-3p
lnc-PDK3-1,hsa-miR-302d-3p
lnc-PDK3-1,hsa-miR-302e
lnc-PDK3-1,hsa-miR-372-3p
lnc-PDK3-1,hsa-miR-373-3p
lnc-PDK3-1,hsa-miR-382-5p
lnc-PDK3-1,hsa-miR-424-5p
lnc-PDK3-1,hsa-miR-4735-3p
lnc-PDK3-1,hsa-miR-497-5p
lnc-PDK3-1,hsa-miR-519d-3p
lnc-PDK3-1,hsa-miR-520a-3p
lnc-PDK3-1,hsa-miR-520c-3p
lnc-PDK3-1,hsa-miR-520d-3p
lnc-PDK3-1,hsa-miR-542-3p
lnc-PDK3-1,hsa-miR-93-5p
ZNF674-AS1,hsa-miR-185-5p
ZNF674-AS1,hsa-miR-23a-3p
ZNF674-AS1,hsa-miR-23b-3p
ZNF674-AS1,hsa-miR-23c
ZNF674-AS1,hsa-miR-4306
ZNF674-AS1,hsa-miR-4644
ZNF674-AS1,hsa-miR-544a
LINC01278,hsa-miR-139-5p
XIST,hsa-let-7a-5p
XIST,hsa-let-7b-5p
XIST,hsa-let-7c-5p
XIST,hsa-let-7d-5p
XIST,hsa-let-7e-5p
XIST,hsa-let-7f-5p
XIST,hsa-let-7g-5p
XIST,hsa-let-7i-5p
XIST,hsa-miR-101-3p
XIST,hsa-miR-103a-3p
XIST,hsa-miR-106a-5p
XIST,hsa-miR-106b-5p
XIST,hsa-miR-107
XIST,hsa-miR-10a-5p
XIST,hsa-miR-10b-5p
XIST,hsa-miR-122-5p
XIST,hsa-miR-124-3p
XIST,hsa-miR-125a-5p
XIST,hsa-miR-125b-5p
XIST,hsa-miR-126-3p
XIST,hsa-miR-1271-5p
XIST,hsa-miR-129-5p
XIST,hsa-miR-130a-3p
XIST,hsa-miR-130b-3p
XIST,hsa-miR-132-3p
XIST,hsa-miR-135a-5p
XIST,hsa-miR-135b-5p
XIST,hsa-miR-136-5p
XIST,hsa-miR-139-5p
XIST,hsa-miR-140-5p
XIST,hsa-miR-141-3p
XIST,hsa-miR-144-3p
XIST,hsa-miR-146a-5p
XIST,hsa-miR-146b-5p
XIST,hsa-miR-148a-3p
XIST,hsa-miR-148b-3p
XIST,hsa-miR-149-5p
XIST,hsa-miR-150-5p
XIST,hsa-miR-152-3p
XIST,hsa-miR-153-3p
XIST,hsa-miR-154-5p
XIST,hsa-miR-155-5p
XIST,hsa-miR-15a-5p
XIST,hsa-miR-15b-5p
XIST,hsa-miR-16-5p
XIST,hsa-miR-17-5p
XIST,hsa-miR-181a-5p
XIST,hsa-miR-181b-5p
XIST,hsa-miR-181c-5p
XIST,hsa-miR-181d-5p
XIST,hsa-miR-182-5p
XIST,hsa-miR-185-5p
XIST,hsa-miR-186-5p
XIST,hsa-miR-18a-5p
XIST,hsa-miR-18b-5p
XIST,hsa-miR-190a-5p
XIST,hsa-miR-191-5p
XIST,hsa-miR-192-5p
XIST,hsa-miR-193a-3p
XIST,hsa-miR-193b-3p
XIST,hsa-miR-194-5p
XIST,hsa-miR-195-5p
XIST,hsa-miR-196a-5p
XIST,hsa-miR-196b-5p
XIST,hsa-miR-197-3p
XIST,hsa-miR-19a-3p
XIST,hsa-miR-19b-3p
XIST,hsa-miR-200a-3p
XIST,hsa-miR-200b-3p
XIST,hsa-miR-200c-3p
XIST,hsa-miR-202-3p
XIST,hsa-miR-204-5p
XIST,hsa-miR-20a-5p
XIST,hsa-miR-20b-5p
XIST,hsa-miR-211-5p
XIST,hsa-miR-212-3p
XIST,hsa-miR-214-3p
XIST,hsa-miR-215-5p
XIST,hsa-miR-21-5p
XIST,hsa-miR-216a-5p
XIST,hsa-miR-219a-5p
XIST,hsa-miR-23a-3p
XIST,hsa-miR-23b-3p
XIST,hsa-miR-23c
XIST,hsa-miR-25-3p
XIST,hsa-miR-27a-3p
XIST,hsa-miR-27b-3p
XIST,hsa-miR-28-5p
XIST,hsa-miR-296-3p
XIST,hsa-miR-29a-3p
XIST,hsa-miR-29b-3p
XIST,hsa-miR-29c-3p
XIST,hsa-miR-300
XIST,hsa-miR-301a-3p
XIST,hsa-miR-302a-3p
XIST,hsa-miR-302b-3p
XIST,hsa-miR-302c-3p
XIST,hsa-miR-302d-3p
XIST,hsa-miR-302e
XIST,hsa-miR-30a-5p
XIST,hsa-miR-30b-5p
XIST,hsa-miR-30c-5p
XIST,hsa-miR-30d-5p
XIST,hsa-miR-30e-5p
XIST,hsa-miR-3139
XIST,hsa-miR-31-5p
XIST,hsa-miR-3167
XIST,hsa-miR-320b
XIST,hsa-miR-320c
XIST,hsa-miR-320d
XIST,hsa-miR-324-5p
XIST,hsa-miR-32-5p
XIST,hsa-miR-326
XIST,hsa-miR-329-3p
XIST,hsa-miR-330-5p
XIST,hsa-miR-335-5p
XIST,hsa-miR-338-3p
XIST,hsa-miR-340-5p
XIST,hsa-miR-342-3p
XIST,hsa-miR-34a-5p
XIST,hsa-miR-34c-5p
XIST,hsa-miR-3529-5p
XIST,hsa-miR-3619-5p
XIST,hsa-miR-362-3p
XIST,hsa-miR-363-3p
XIST,hsa-miR-365a-3p
XIST,hsa-miR-3666
XIST,hsa-miR-367-3p
XIST,hsa-miR-370-3p
XIST,hsa-miR-371a-5p
XIST,hsa-miR-372-3p
XIST,hsa-miR-373-3p
XIST,hsa-miR-374a-5p
XIST,hsa-miR-374b-5p
XIST,hsa-miR-376c-3p
XIST,hsa-miR-377-3p
XIST,hsa-miR-379-5p
XIST,hsa-miR-381-3p
XIST,hsa-miR-410-3p
XIST,hsa-miR-421
XIST,hsa-miR-424-5p
XIST,hsa-miR-425-5p
XIST,hsa-miR-4262
XIST,hsa-miR-4295
XIST,hsa-miR-429
XIST,hsa-miR-4306
XIST,hsa-miR-4319
XIST,hsa-miR-433-3p
XIST,hsa-miR-4429
XIST,hsa-miR-4458
XIST,hsa-miR-448
XIST,hsa-miR-449a
XIST,hsa-miR-449b-5p
XIST,hsa-miR-4500
XIST,hsa-miR-454-3p
XIST,hsa-miR-4644
XIST,hsa-miR-4735-3p
XIST,hsa-miR-4782-3p
XIST,hsa-miR-485-5p
XIST,hsa-miR-486-5p
XIST,hsa-miR-488-3p
XIST,hsa-miR-490-3p
XIST,hsa-miR-491-5p
XIST,hsa-miR-494-3p
XIST,hsa-miR-495-3p
XIST,hsa-miR-497-5p
XIST,hsa-miR-499a-5p
XIST,hsa-miR-505-3p
XIST,hsa-miR-506-3p
XIST,hsa-miR-519d-3p
XIST,hsa-miR-520a-3p
XIST,hsa-miR-520c-3p
XIST,hsa-miR-520d-3p
XIST,hsa-miR-539-5p
XIST,hsa-miR-542-3p
XIST,hsa-miR-543
XIST,hsa-miR-544a
XIST,hsa-miR-590-3p
XIST,hsa-miR-590-5p
XIST,hsa-miR-599
XIST,hsa-miR-615-3p
XIST,hsa-miR-653-5p
XIST,hsa-miR-708-5p
XIST,hsa-miR-758-3p
XIST,hsa-miR-7-5p
XIST,hsa-miR-761
XIST,hsa-miR-873-5p
XIST,hsa-miR-876-5p
XIST,hsa-miR-92a-3p
XIST,hsa-miR-92b-3p
XIST,hsa-miR-93-5p
XIST,hsa-miR-9-5p
XIST,hsa-miR-96-5p
XIST,hsa-miR-98-5p
JPX,hsa-miR-145-5p
JPX,hsa-miR-193a-3p
JPX,hsa-miR-193b-3p
JPX,hsa-miR-197-3p
JPX,hsa-miR-28-5p
JPX,hsa-miR-3139
JPX,hsa-miR-33a-5p
JPX,hsa-miR-33b-5p
JPX,hsa-miR-378a-3p
JPX,hsa-miR-378b
JPX,hsa-miR-378c
JPX,hsa-miR-378d
JPX,hsa-miR-378e
JPX,hsa-miR-378f
JPX,hsa-miR-378h
JPX,hsa-miR-378i
JPX,hsa-miR-422a
JPX,hsa-miR-495-3p
JPX,hsa-miR-544a
JPX,hsa-miR-708-5p
FTX,hsa-miR-134-5p
FTX,hsa-miR-185-5p
FTX,hsa-miR-204-5p
FTX,hsa-miR-211-5p
FTX,hsa-miR-3118
FTX,hsa-miR-4306
FTX,hsa-miR-4644
FTX,hsa-miR-539-5p
FTX,hsa-miR-25-3p
FTX,hsa-miR-32-5p
FTX,hsa-miR-363-3p
FTX,hsa-miR-367-3p
FTX,hsa-miR-376a-3p
FTX,hsa-miR-376b-3p
FTX,hsa-miR-92a-3p
FTX,hsa-miR-92b-3p
LINC00630,hsa-miR-103a-3p
LINC00630,hsa-miR-107
LINC00630,hsa-miR-335-5p
DANT2,hsa-miR-129-5p
FIRRE,hsa-miR-148a-3p
FIRRE,hsa-miR-148b-3p
FIRRE,hsa-miR-152-3p
FIRRE,hsa-miR-544a
RAP2C-AS1,hsa-miR-24-3p
MIR503HG,hsa-miR-103a-3p
MIR503HG,hsa-miR-107
MIR503HG,hsa-miR-15a-5p
MIR503HG,hsa-miR-15b-5p
MIR503HG,hsa-miR-16-5p
MIR503HG,hsa-miR-191-5p
MIR503HG,hsa-miR-195-5p
MIR503HG,hsa-miR-424-5p
MIR503HG,hsa-miR-497-5p
TTTY15,hsa-let-7a-5p
TTTY15,hsa-let-7b-5p
TTTY15,hsa-let-7c-5p
TTTY15,hsa-let-7d-5p
TTTY15,hsa-let-7e-5p
TTTY15,hsa-let-7f-5p
TTTY15,hsa-let-7g-5p
TTTY15,hsa-let-7i-5p
TTTY15,hsa-miR-4458
TTTY15,hsa-miR-4500
TTTY15,hsa-miR-98-5p
FBXL19-AS1,hsa-miR-3167
FBXL19-AS1,hsa-miR-346
FBXL19-AS1,hsa-miR-378a-3p
FBXL19-AS1,hsa-miR-378b
FBXL19-AS1,hsa-miR-378c
FBXL19-AS1,hsa-miR-378d
FBXL19-AS1,hsa-miR-378e
FBXL19-AS1,hsa-miR-378f
FBXL19-AS1,hsa-miR-378h
FBXL19-AS1,hsa-miR-378i
FBXL19-AS1,hsa-miR-422a
FBXL19-AS1,hsa-miR-431-5p
FBXL19-AS1,hsa-miR-876-5p
CRNDE,hsa-miR-136-5p
CRNDE,hsa-miR-384
LINC01227,hsa-miR-143-3p
LINC01227,hsa-miR-4770
LINC01227,hsa-miR-485-5p
FENDRR,hsa-miR-15a-5p
FENDRR,hsa-miR-15b-5p
FENDRR,hsa-miR-16-5p
FENDRR,hsa-miR-18a-5p
FENDRR,hsa-miR-18b-5p
FENDRR,hsa-miR-195-5p
FENDRR,hsa-miR-214-3p
FENDRR,hsa-miR-24-3p
FENDRR,hsa-miR-28-5p
FENDRR,hsa-miR-296-3p
FENDRR,hsa-miR-3139
FENDRR,hsa-miR-338-3p
FENDRR,hsa-miR-3619-5p
FENDRR,hsa-miR-421
FENDRR,hsa-miR-424-5p
FENDRR,hsa-miR-4735-3p
FENDRR,hsa-miR-495-3p
FENDRR,hsa-miR-497-5p
FENDRR,hsa-miR-708-5p
FENDRR,hsa-miR-761
VPS9D1-AS1,hsa-miR-324-5p
VPS9D1-AS1,hsa-miR-376c-3p
VPS9D1-AS1,hsa-miR-377-3p
PITPNA-AS1,hsa-miR-223-3p
PITPNA-AS1,hsa-miR-25-3p
PITPNA-AS1,hsa-miR-32-5p
PITPNA-AS1,hsa-miR-363-3p
PITPNA-AS1,hsa-miR-367-3p
PITPNA-AS1,hsa-miR-92a-3p
PITPNA-AS1,hsa-miR-92b-3p
CCDC144NL-AS1,hsa-miR-142-3p
CCDC144NL-AS1,hsa-miR-145-5p
CCDC144NL-AS1,hsa-miR-202-3p
CCDC144NL-AS1,hsa-miR-218-5p
CCDC144NL-AS1,hsa-miR-374a-5p
CCDC144NL-AS1,hsa-miR-374b-5p
lnc-XRN2-2,hsa-miR-214-3p
lnc-XRN2-2,hsa-miR-23a-3p
lnc-XRN2-2,hsa-miR-23b-3p
lnc-XRN2-2,hsa-miR-23c
lnc-XRN2-2,hsa-miR-28-5p
lnc-XRN2-2,hsa-miR-299-3p
lnc-XRN2-2,hsa-miR-3139
lnc-XRN2-2,hsa-miR-326
lnc-XRN2-2,hsa-miR-330-5p
lnc-XRN2-2,hsa-miR-3619-5p
lnc-XRN2-2,hsa-miR-653-5p
lnc-XRN2-2,hsa-miR-708-5p
lnc-XRN2-2,hsa-miR-761
SRRM2-AS1,hsa-miR-224-5p
SRRM2-AS1,hsa-miR-384
